,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
745,746,US-2013-146710,2023-08-28,2023-09-02,Standard Class,SS-20875,Sung Shariari,Consumer,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",55.168,4,0.2,6.2064
746,747,CA-2011-124429,2021-05-27,2021-05-27,Same Day,MH-17785,Maya Herman,Corporate,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,567.12,10,0.2,-28.356
747,748,CA-2011-124429,2021-05-27,2021-05-27,Same Day,MH-17785,Maya Herman,Corporate,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,359.32,4,0.0,7.1864
748,749,CA-2013-150889,2023-03-21,2023-03-23,Second Class,PB-19105,Peter Bühler,Consumer,TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,11.992,1,0.2,0.8994
749,750,CA-2014-126074,2024-10-03,2024-10-07,Standard Class,RF-19735,Roland Fjeld,Consumer,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,58.05,3,0.0,26.703
750,751,CA-2014-126074,2024-10-03,2024-10-07,Standard Class,RF-19735,Roland Fjeld,Consumer,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,157.74,11,0.0,56.7864
751,752,CA-2014-126074,2024-10-03,2024-10-07,Standard Class,RF-19735,Roland Fjeld,Consumer,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",56.98,7,0.0,22.792
752,753,CA-2014-126074,2024-10-03,2024-10-07,Standard Class,RF-19735,Roland Fjeld,Consumer,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.88,1,0.0,1.4112
753,754,CA-2013-110499,2023-04-08,2023-04-10,First Class,YC-21895,Yoseph Carroll,Corporate,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199.976,3,0.2,374.9925
754,755,CA-2012-135272,2022-12-07,2022-12-12,Standard Class,MS-17830,Melanie Seite,Consumer,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,79.92,4,0.0,28.7712
755,756,CA-2013-140928,2023-09-19,2023-09-23,Standard Class,NB-18655,Nona Balk,Corporate,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,383.438,4,0.45,-167.3184
756,757,CA-2011-106803,2021-12-29,2022-01-02,Standard Class,DC-13285,Debra Catini,Consumer,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0.0,6.8768
757,758,CA-2011-106803,2021-12-29,2022-01-02,Standard Class,DC-13285,Debra Catini,Consumer,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,4,0.0,47.92
758,759,CA-2014-117240,2024-07-24,2024-07-29,Standard Class,CP-12340,Christine Phan,Corporate,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,13.128,3,0.2,4.2666
759,760,CA-2014-133333,2024-09-19,2024-09-23,Standard Class,BF-11020,Barry Französisch,Corporate,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,0.0,10.224
760,761,CA-2012-112319,2022-08-31,2022-09-05,Standard Class,AR-10510,Andrew Roberts,Consumer,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,58.32,9,0.0,27.9936
761,762,CA-2014-126046,2024-11-04,2024-11-08,Standard Class,JC-16105,Julie Creighton,Corporate,OFF-LA-10004484,Office Supplies,Labels,Avery 476,12.39,3,0.0,5.6994
762,763,CA-2012-114923,2022-02-08,2022-02-13,Standard Class,LH-17020,Lisa Hazard,Consumer,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982,3,0.4,-26.9955
763,764,CA-2011-162775,2021-01-14,2021-01-16,Second Class,CS-12250,Chris Selesnick,Corporate,OFF-EN-10001990,Office Supplies,Envelopes,Staples,11.36,2,0.0,5.3392
764,765,CA-2011-162775,2021-01-14,2021-01-16,Second Class,CS-12250,Chris Selesnick,Corporate,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,50.94,3,0.0,25.47
765,766,CA-2011-162775,2021-01-14,2021-01-16,Second Class,CS-12250,Chris Selesnick,Corporate,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,646.74,6,0.0,258.696
766,767,CA-2011-162775,2021-01-14,2021-01-16,Second Class,CS-12250,Chris Selesnick,Corporate,OFF-BI-10004187,Office Supplies,Binders,Staples,5.64,3,0.0,2.7072
767,768,CA-2011-162775,2021-01-14,2021-01-16,Second Class,CS-12250,Chris Selesnick,Corporate,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,6,0.0,34.3548
768,769,CA-2011-106810,2021-05-14,2021-05-20,Standard Class,AJ-10795,Anthony Johnson,Corporate,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,0.2,23.316
769,770,CA-2013-157245,2023-05-20,2023-05-25,Standard Class,LE-16810,Laurel Elliston,Consumer,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,2,0.0,179.7488
770,771,CA-2014-104220,2024-01-31,2024-02-06,Standard Class,BV-11245,Benjamin Venier,Corporate,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,18.28,2,0.0,9.14
771,772,CA-2014-104220,2024-01-31,2024-02-06,Standard Class,BV-11245,Benjamin Venier,Corporate,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,207.0,3,0.0,51.75
772,773,CA-2014-104220,2024-01-31,2024-02-06,Standard Class,BV-11245,Benjamin Venier,Corporate,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,32.35,5,0.0,16.175
773,774,CA-2014-104220,2024-01-31,2024-02-06,Standard Class,BV-11245,Benjamin Venier,Corporate,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,7.71,1,0.0,3.4695
774,775,CA-2014-104220,2024-01-31,2024-02-06,Standard Class,BV-11245,Benjamin Venier,Corporate,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,40.3,2,0.0,10.881
775,776,CA-2014-104220,2024-01-31,2024-02-06,Standard Class,BV-11245,Benjamin Venier,Corporate,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",34.58,7,0.0,14.5236
776,777,CA-2011-165974,2021-06-29,2021-07-06,Standard Class,DL-12865,Dan Lawera,Consumer,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",32.76,7,0.2,3.6855
777,778,CA-2012-144267,2022-08-21,2022-08-23,First Class,NZ-18565,Nick Zandusky,Home Office,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,544.008,3,0.2,40.8006
778,779,CA-2012-144267,2022-08-21,2022-08-23,First Class,NZ-18565,Nick Zandusky,Home Office,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,59.94,3,0.0,28.1718
779,780,CA-2012-144267,2022-08-21,2022-08-23,First Class,NZ-18565,Nick Zandusky,Home Office,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,23.92,4,0.0,11.7208
780,781,CA-2012-144267,2022-08-21,2022-08-23,First Class,NZ-18565,Nick Zandusky,Home Office,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,4.28,1,0.0,1.926
781,782,US-2012-157014,2022-10-03,2022-10-06,Second Class,BM-11785,Bryan Mills,Consumer,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,32.07,5,0.7,-22.449
782,783,US-2012-157014,2022-10-03,2022-10-06,Second Class,BM-11785,Bryan Mills,Consumer,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24.0,2,0.2,-2.7
783,784,US-2012-157014,2022-10-03,2022-10-06,Second Class,BM-11785,Bryan Mills,Consumer,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",35.49,1,0.5,-15.6156
784,785,US-2012-157014,2022-10-03,2022-10-06,Second Class,BM-11785,Bryan Mills,Consumer,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,47.984,2,0.2,0.5998
785,786,CA-2012-154921,2022-05-23,2022-05-28,Standard Class,EA-14035,Erin Ashbrook,Corporate,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,3,0.0,87.7443
786,787,CA-2014-129567,2024-03-18,2024-03-22,Second Class,CL-12565,Clay Ludtke,Consumer,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456,2,0.2,5.8914
787,788,CA-2012-154620,2022-12-12,2022-12-16,Standard Class,LT-17110,Liz Thompson,Consumer,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",348.928,2,0.2,34.8928
788,789,CA-2012-115938,2022-06-26,2022-06-30,Standard Class,SA-20830,Sue Ann Reed,Consumer,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,143.96,4,0.0,69.1008
789,790,CA-2012-115938,2022-06-26,2022-06-30,Standard Class,SA-20830,Sue Ann Reed,Consumer,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",15.42,1,0.0,4.1634
790,791,CA-2012-115938,2022-06-26,2022-06-30,Standard Class,SA-20830,Sue Ann Reed,Consumer,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43.04,8,0.0,21.0896
791,792,CA-2012-115938,2022-06-26,2022-06-30,Standard Class,SA-20830,Sue Ann Reed,Consumer,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,332.94,3,0.0,79.9056
792,793,CA-2013-105256,2023-05-21,2023-05-21,Same Day,JK-15730,Joe Kamberova,Consumer,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.2475
793,794,CA-2011-156433,2021-09-20,2021-09-26,Standard Class,ES-14020,Erica Smith,Consumer,OFF-LA-10001569,Office Supplies,Labels,Avery 499,9.96,2,0.0,4.5816
794,795,CA-2011-156433,2021-09-20,2021-09-26,Standard Class,ES-14020,Erica Smith,Consumer,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",21.72,4,0.0,10.6428
795,796,CA-2014-151428,2024-09-22,2024-09-27,Standard Class,RH-19495,Rick Hansen,Consumer,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,20.16,7,0.0,9.8784
796,797,CA-2012-124653,2022-12-24,2022-12-26,First Class,DB-13120,David Bremer,Corporate,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,132.79,7,0.0,63.7392
797,798,CA-2012-124653,2022-12-24,2022-12-26,First Class,DB-13120,David Bremer,Corporate,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,12.96,2,0.0,6.2208
798,799,CA-2012-124653,2022-12-24,2022-12-26,First Class,DB-13120,David Bremer,Corporate,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,21.56,7,0.0,10.3488
799,800,CA-2012-101910,2022-11-27,2022-12-03,Standard Class,CD-11920,Carlos Daly,Consumer,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,5,0.2,17.745
800,801,CA-2014-105809,2024-02-21,2024-02-24,First Class,HW-14935,Helen Wasserman,Corporate,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",22.23,1,0.0,7.3359
801,802,CA-2014-105809,2024-02-21,2024-02-24,First Class,HW-14935,Helen Wasserman,Corporate,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,215.968,2,0.2,18.8972
802,803,CA-2013-136133,2023-08-19,2023-08-24,Second Class,HW-14935,Helen Wasserman,Corporate,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,355.32,9,0.0,99.4896
803,804,CA-2013-115504,2023-03-13,2023-03-18,Standard Class,MC-18130,Mike Caudle,Corporate,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96,2,0.0,6.2208
804,805,CA-2014-135783,2024-04-23,2024-04-25,First Class,GM-14440,Gary McGarr,Consumer,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2,0.0,6.2152
805,806,CA-2011-134313,2021-11-01,2021-11-07,Standard Class,RA-19915,Russell Applegate,Consumer,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,43.176,3,0.2,4.3176
806,807,CA-2011-134313,2021-11-01,2021-11-07,Standard Class,RA-19915,Russell Applegate,Consumer,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1983.968,4,0.2,247.996
807,808,CA-2012-140921,2022-02-03,2022-02-05,First Class,AA-10375,Allen Armold,Consumer,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0.0,11.076
808,809,CA-2012-140921,2022-02-03,2022-02-05,First Class,AA-10375,Allen Armold,Consumer,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,149.97,3,0.0,50.9898
809,810,CA-2011-151995,2021-10-13,2021-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,OFF-AR-10003190,Office Supplies,Art,Newell 32,11.52,4,0.0,3.2256
810,811,CA-2011-151995,2021-10-13,2021-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1298.55,5,0.0,311.652
811,812,CA-2011-151995,2021-10-13,2021-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,213.92,4,0.0,62.0368
812,813,CA-2011-151995,2021-10-13,2021-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,25.78,2,0.0,2.578
813,814,CA-2014-143686,2024-05-15,2024-05-15,Same Day,PJ-19015,Pauline Johnson,Consumer,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2,0.0,6.2152
814,815,CA-2014-143686,2024-05-15,2024-05-15,Same Day,PJ-19015,Pauline Johnson,Consumer,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,7,0.0,601.9699
815,816,CA-2012-106565,2022-03-20,2022-03-23,First Class,BW-11110,Bart Watters,Corporate,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,51.84,8,0.0,24.8832
816,817,CA-2013-149370,2023-09-16,2023-09-20,Standard Class,DB-13210,Dean Braden,Consumer,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,5.344,1,0.2,1.8704
817,818,CA-2011-140858,2021-06-28,2021-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,41.472,8,0.2,14.5152
818,819,CA-2011-140858,2021-06-28,2021-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,3.168,3,0.7,-2.4288
819,820,CA-2011-140858,2021-06-28,2021-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,1228.465,5,0.3,0.0
820,821,CA-2011-140858,2021-06-28,2021-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,31.086,3,0.7,-22.7964
821,822,CA-2011-140858,2021-06-28,2021-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,335.52,4,0.2,117.432
822,823,CA-2014-101434,2024-06-21,2024-06-28,Standard Class,TR-21325,Toby Ritter,Consumer,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3,0.0,71.991
823,824,CA-2014-101434,2024-06-21,2024-06-28,Standard Class,TR-21325,Toby Ritter,Consumer,OFF-LA-10003223,Office Supplies,Labels,Avery 508,9.82,2,0.0,4.8118
824,825,US-2011-102071,2021-05-09,2021-05-15,Standard Class,PG-18820,Patrick Gardner,Consumer,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4,0.0,4.068
825,826,US-2011-102071,2021-05-09,2021-05-15,Standard Class,PG-18820,Patrick Gardner,Consumer,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,0.0,40.3128
826,827,CA-2014-126956,2024-08-22,2024-08-29,Standard Class,GT-14710,Greg Tran,Consumer,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35.0,7,0.0,16.8
827,828,CA-2014-126956,2024-08-22,2024-08-29,Standard Class,GT-14710,Greg Tran,Consumer,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,37.24,4,0.0,10.7996
828,829,CA-2014-126956,2024-08-22,2024-08-29,Standard Class,GT-14710,Greg Tran,Consumer,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0.0,7.4872
829,830,CA-2014-129462,2024-06-17,2024-06-22,Second Class,JE-15745,Joel Eaton,Consumer,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",301.96,2,0.0,90.588
830,831,CA-2014-129462,2024-06-17,2024-06-22,Second Class,JE-15745,Joel Eaton,Consumer,OFF-AP-10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,3,0.0,50.5848
831,832,CA-2014-129462,2024-06-17,2024-06-22,Second Class,JE-15745,Joel Eaton,Consumer,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,191.98,2,0.0,51.8346
832,833,CA-2014-129462,2024-06-17,2024-06-22,Second Class,JE-15745,Joel Eaton,Consumer,TEC-PH-10002085,Technology,Phones,Clarity 53712,65.99,1,0.0,17.1574
833,834,CA-2013-165316,2023-07-24,2023-07-28,Standard Class,JB-15400,Jennifer Braxton,Corporate,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,35.216,2,0.2,2.6412
834,835,CA-2013-165316,2023-07-24,2023-07-28,Standard Class,JB-15400,Jennifer Braxton,Corporate,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696,2,0.2,6.5164
835,836,CA-2013-165316,2023-07-24,2023-07-28,Standard Class,JB-15400,Jennifer Braxton,Corporate,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.475,1,0.5,-111.4995
836,837,US-2011-115987,2021-09-08,2021-09-13,Second Class,LH-17020,Lisa Hazard,Consumer,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,51.184,4,0.8,-79.3352
837,838,US-2014-156083,2024-11-05,2024-11-12,Standard Class,JL-15175,James Lanier,Home Office,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4 x 11",9.664,2,0.2,3.2616
838,839,US-2013-137547,2023-03-08,2023-03-13,Standard Class,EB-13705,Ed Braxton,Corporate,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072,3,0.2,1.5804
839,840,CA-2012-100454,2022-11-20,2022-11-25,Standard Class,BM-11650,Brian Moss,Corporate,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,3,0.0,16.3215
840,841,CA-2012-100454,2022-11-20,2022-11-25,Standard Class,BM-11650,Brian Moss,Corporate,OFF-AR-10002578,Office Supplies,Art,Newell 335,11.52,4,0.0,3.3408
841,842,CA-2012-100454,2022-11-20,2022-11-25,Standard Class,BM-11650,Brian Moss,Corporate,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186.048,4,0.2,9.3024
842,843,CA-2013-161669,2023-11-08,2023-11-10,First Class,EM-14095,Eudokia Martin,Corporate,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,37.44,4,0.2,11.7
843,844,CA-2013-161669,2023-11-08,2023-11-10,First Class,EM-14095,Eudokia Martin,Corporate,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976,4,0.2,8.7672
844,845,CA-2013-161669,2023-11-08,2023-11-10,First Class,EM-14095,Eudokia Martin,Corporate,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36,2,0.0,3.2944
845,846,CA-2013-161669,2023-11-08,2023-11-10,First Class,EM-14095,Eudokia Martin,Corporate,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,2,0.0,6.8714
846,847,CA-2012-114300,2022-10-13,2022-10-17,Standard Class,AF-10885,Art Foster,Consumer,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,83.72,7,0.0,23.4416
847,848,CA-2012-114300,2022-10-13,2022-10-17,Standard Class,AF-10885,Art Foster,Consumer,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,287.94,3,0.0,77.7438
848,849,CA-2014-107503,2024-01-02,2024-01-07,Standard Class,GA-14725,Guy Armstrong,Consumer,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",48.896,4,0.2,8.5568
849,850,CA-2011-107755,2021-02-08,2021-02-13,Standard Class,CK-12760,Cyma Kinney,Corporate,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,115.36,7,0.0,49.6048
850,851,CA-2013-152534,2023-06-21,2023-06-26,Second Class,DP-13105,Dave Poirier,Corporate,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,5.16,2,0.0,1.3416
851,852,CA-2013-152534,2023-06-21,2023-06-26,Second Class,DP-13105,Dave Poirier,Corporate,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,38.88,6,0.0,18.6624
852,853,CA-2013-113747,2023-05-29,2023-06-05,Standard Class,VD-21670,Valerie Dominguez,Consumer,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",185.88,6,0.0,50.1876
853,854,CA-2013-123274,2023-02-19,2023-02-24,Standard Class,GT-14710,Greg Tran,Consumer,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0.0,14.6718
854,855,CA-2013-123274,2023-02-19,2023-02-24,Standard Class,GT-14710,Greg Tran,Consumer,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0.0,9.7176
855,856,CA-2011-125612,2021-08-03,2021-08-08,Standard Class,BK-11260,Berenike Kampe,Consumer,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,39.96,2,0.0,18.7812
856,857,CA-2011-125612,2021-08-03,2021-08-08,Standard Class,BK-11260,Berenike Kampe,Consumer,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,102.3,10,0.0,26.598
857,858,CA-2011-125612,2021-08-03,2021-08-08,Standard Class,BK-11260,Berenike Kampe,Consumer,OFF-ST-10003221,Office Supplies,Storage,Staples,21.36,2,0.0,5.7672
858,859,CA-2014-161984,2024-04-11,2024-04-16,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0.0,3.5767
859,860,CA-2014-161984,2024-04-11,2024-04-16,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,2,0.0,3.58
860,861,CA-2011-133851,2021-06-09,2021-06-16,Standard Class,CM-12445,Chuck Magee,Consumer,OFF-SU-10001225,Office Supplies,Supplies,Staples,7.36,2,0.0,0.1472
861,862,CA-2011-133851,2021-06-09,2021-06-16,Standard Class,CM-12445,Chuck Magee,Consumer,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,23.1,2,0.0,10.626
862,863,CA-2013-134474,2023-01-05,2023-01-07,Second Class,AJ-10795,Anthony Johnson,Corporate,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,191.472,6,0.2,40.6878
863,864,CA-2013-134474,2023-01-05,2023-01-07,Second Class,AJ-10795,Anthony Johnson,Corporate,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.248,2,0.2,0.5904
864,865,CA-2013-134474,2023-01-05,2023-01-07,Second Class,AJ-10795,Anthony Johnson,Corporate,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",59.184,2,0.2,5.1786
865,866,CA-2011-149020,2021-01-11,2021-01-16,Standard Class,AJ-10780,Anthony Jacobs,Corporate,OFF-LA-10004272,Office Supplies,Labels,Avery 482,2.89,1,0.0,1.3583
866,867,CA-2011-149020,2021-01-11,2021-01-16,Standard Class,AJ-10780,Anthony Jacobs,Corporate,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,1,0.0,21.2954
867,868,CA-2013-134362,2023-09-30,2023-10-03,First Class,LS-16945,Linda Southworth,Corporate,OFF-LA-10004853,Office Supplies,Labels,Avery 483,15.936,4,0.2,5.1792
868,869,CA-2011-136742,2021-04-06,2021-04-10,Standard Class,GP-14740,Guy Phonely,Corporate,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,44.91,6,0.7,-35.928
869,870,CA-2013-158099,2023-09-04,2023-09-06,First Class,PK-18910,Paul Knutson,Home Office,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,5,0.7,-760.98
870,871,CA-2013-158099,2023-09-04,2023-09-06,First Class,PK-18910,Paul Knutson,Home Office,TEC-PH-10002496,Technology,Phones,Cisco SPA301,280.782,3,0.4,-46.797
871,872,CA-2012-131128,2022-10-19,2022-10-20,First Class,TB-21520,Tracy Blumstein,Consumer,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44,3,0.0,17.22
872,873,CA-2011-148488,2021-12-10,2021-12-15,Standard Class,SM-20005,Sally Matthias,Consumer,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,2,0.0,5.2256
873,874,CA-2011-148488,2021-12-10,2021-12-15,Standard Class,SM-20005,Sally Matthias,Consumer,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,106.344,7,0.2,37.2204
